combination,attr1_name,attr1_val,attr2_name,attr2_val,attr3_name,attr3_val,attr4_name,attr4_val,attr5_name,attr5_val,pokemon,pokeapi_name_fixed
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,4,cuteness,1,coolness,3,beauty,4,Registeel,registeel
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,4,cuteness,2,coolness,1,beauty,4,Mega Latias,latias-mega
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,2,cuteness,4,coolness,4,beauty,4,standard Latias,latias
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,3,cuteness,2,coolness,2,beauty,4,Mega Latios,latios-mega
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,3,cuteness,3,coolness,4,beauty,4,standard Latios,latios
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,1,cuteness,2,coolness,4,beauty,4,Primal Kyogre,kyogre-primal
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,1,cuteness,2,coolness,5,beauty,4,standard Kyogre,kyogre
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,3,cuteness,1,coolness,5,beauty,4,Primal Groudon,groudon-primal
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,3,cuteness,1,coolness,5,beauty,2,standard Groudon,groudon
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,1,cuteness,1,coolness,5,beauty,4,Mega Rayquaza,rayquaza-mega
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,1,cuteness,1,coolness,5,beauty,4,standard Rayquaza,rayquaza
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,4,cuteness,5,coolness,4,beauty,4,Jirachi,jirachi
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,5,cuteness,1,coolness,5,beauty,4,Attack Deoxys,deoxys-attack
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,5,cuteness,1,coolness,3,beauty,4,Defense Deoxys,deoxys-defense
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,5,cuteness,1,coolness,4,beauty,4,Speed Deoxys,deoxys-speed
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,5,cuteness,1,coolness,5,beauty,4,standard Deoxys,deoxys-normal
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,1,cuteness,5,coolness,4,beauty,2,Turtwig,turtwig
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,4,cuteness,2,coolness,2,beauty,4,Grotle,grotle
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,1,cuteness,3,coolness,5,beauty,2,Torterra,torterra
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,5,cuteness,5,coolness,4,beauty,2,Chimchar,chimchar
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,5,cuteness,4,coolness,4,beauty,2,Monferno,monferno
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,5,cuteness,3,coolness,5,beauty,2,Infernape,infernape
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,4,cuteness,5,coolness,4,beauty,4,Piplup,piplup
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,5,cuteness,2,coolness,2,beauty,4,Prinplup,prinplup
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,4,cuteness,2,coolness,5,beauty,4,Empoleon,empoleon
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,1,cuteness,4,coolness,3,beauty,4,Starly,starly
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,2,cuteness,2,coolness,3,beauty,4,Staravia,staravia
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,2,cuteness,2,coolness,5,beauty,4,Staraptor,staraptor
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,1,cuteness,5,coolness,3,beauty,2,Bidoof,bidoof
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,4,cuteness,3,coolness,1,beauty,2,Bibarel,bibarel
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,4,cuteness,4,coolness,1,beauty,2,Kricketot,kricketot
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,5,cuteness,2,coolness,1,beauty,4,Kricketune,kricketune
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,1,cuteness,5,coolness,4,beauty,4,Shinx,shinx
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,2,cuteness,4,coolness,5,beauty,2,Luxio,luxio
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,1,cuteness,3,coolness,5,beauty,4,Luxray,luxray
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,3,cuteness,5,coolness,1,beauty,4,Budew,budew
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,5,cuteness,4,coolness,5,beauty,4,Roserade,roserade
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,2,cuteness,4,coolness,4,beauty,2,Cranidos,cranidos
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,4,cuteness,1,coolness,5,beauty,2,Rampardos,rampardos
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,3,cuteness,4,coolness,3,beauty,2,Shieldon,shieldon
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,2,cuteness,2,coolness,3,beauty,2,Bastiodon,bastiodon
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,2,cuteness,2,coolness,1,beauty,2,Plant Burmy,burmy-plant
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,1,cuteness,3,coolness,1,beauty,2,Sandy Burmy,burmy-sandy
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,2,cuteness,3,coolness,1,beauty,2,Trash Burmy,burmy-trash
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,3,cuteness,2,coolness,1,beauty,2,Plant Wormadam,wormadam-plant
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,2,cuteness,2,coolness,1,beauty,2,Sandy Wormadam,wormadam-sandy
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,1,cuteness,2,coolness,1,beauty,2,Trash Wormadam,wormadam-trash
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,5,cuteness,1,coolness,1,beauty,4,Mothim,mothim-plant
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,1,cuteness,4,coolness,1,beauty,4,Combee,combee
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,4,cuteness,2,coolness,3,beauty,4,Vespiquen,vespiquen
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,3,cuteness,5,coolness,3,beauty,4,Pachirisu,pachirisu
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,3,cuteness,4,coolness,4,beauty,4,Buizel,buizel
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,4,cuteness,3,coolness,4,beauty,4,Floatzel,floatzel
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,2,cuteness,4,coolness,1,beauty,4,Cherubi,cherubi
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,3,cuteness,4,coolness,2,beauty,4,Cherrim,cherrim-sunshine
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,4,cuteness,3,coolness,1,beauty,4,East Sea Shellos,shellos-east
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,2,cuteness,5,coolness,2,beauty,2,West Sea Shellos,shellos-west
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,3,cuteness,4,coolness,4,beauty,2,East Sea Gastrodon,gastrodon-east
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,4,cuteness,4,coolness,4,beauty,2,West Sea Gastrodon,gastrodon-west
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,4,cuteness,3,coolness,2,beauty,2,Ambipom,ambipom
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,1,cuteness,5,coolness,2,beauty,2,Drifloon,drifloon
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,1,cuteness,3,coolness,1,beauty,4,Drifblim,drifblim
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,5,cuteness,5,coolness,2,beauty,4,Buneary,buneary
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,5,cuteness,4,coolness,4,beauty,4,Mega Lopunny,lopunny-mega
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,5,cuteness,4,coolness,3,beauty,4,standard Lopunny,lopunny
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,4,cuteness,4,coolness,5,beauty,4,Mismagius,mismagius
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,3,cuteness,2,coolness,4,beauty,4,Honchkrow,honchkrow
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,2,cuteness,3,coolness,2,beauty,4,Glameow,glameow
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,3,cuteness,1,coolness,1,beauty,2,Purugly,purugly
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,3,cuteness,5,coolness,1,beauty,2,Chingling,chingling
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,1,cuteness,3,coolness,2,beauty,2,Stunky,stunky
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,3,cuteness,1,coolness,3,beauty,2,Skuntank,skuntank
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,1,cuteness,3,coolness,1,beauty,2,Bronzor,bronzor
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,2,cuteness,1,coolness,1,beauty,4,Bronzong,bronzong
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,4,cuteness,4,coolness,1,beauty,2,Bonsly,bonsly
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,5,cuteness,5,coolness,1,beauty,2,Mime Jr.,mime-jr
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,4,cuteness,4,coolness,1,beauty,4,Happiny,happiny
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,1,cuteness,2,coolness,2,beauty,4,Chatot,chatot
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,2,cuteness,2,coolness,3,beauty,2,Spiritomb,spiritomb
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,3,cuteness,5,coolness,5,beauty,2,Gible,gible
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,3,cuteness,3,coolness,5,beauty,2,Gabite,gabite
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,4,cuteness,1,coolness,5,beauty,2,Mega Garchomp,garchomp-mega
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,4,cuteness,1,coolness,5,beauty,4,standard Garchomp,garchomp
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,5,cuteness,5,coolness,3,beauty,2,Munchlax,munchlax
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,5,cuteness,5,coolness,5,beauty,4,Riolu,riolu
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,5,cuteness,2,coolness,5,beauty,4,Mega Lucario,lucario-mega
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,5,cuteness,3,coolness,5,beauty,4,standard Lucario,lucario
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,1,cuteness,4,coolness,2,beauty,2,Hippopotas,hippopotas
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,1,cuteness,1,coolness,4,beauty,2,Hippowdon,hippowdon
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,3,cuteness,4,coolness,4,beauty,2,Skorupi,skorupi
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,3,cuteness,1,coolness,5,beauty,2,Drapion,drapion
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,4,cuteness,3,coolness,4,beauty,2,Croagunk,croagunk
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,5,cuteness,2,coolness,5,beauty,2,Toxicroak,toxicroak
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,3,cuteness,3,coolness,3,beauty,2,Carnivine,carnivine
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,1,cuteness,4,coolness,1,beauty,4,Finneon,finneon
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,1,cuteness,3,coolness,2,beauty,4,Lumineon,lumineon
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,1,cuteness,5,coolness,1,beauty,4,Mantyke,mantyke
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,5,cuteness,5,coolness,2,beauty,2,Snover,snover
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,3,cuteness,2,coolness,4,beauty,2,Mega Abomasnow,abomasnow-mega
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,4,cuteness,2,coolness,4,beauty,2,standard Abomasnow,abomasnow
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,5,cuteness,3,coolness,5,beauty,4,Weavile,weavile
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,1,cuteness,1,coolness,2,beauty,4,Magnezone,magnezone
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,4,cuteness,3,coolness,1,beauty,2,Lickilicky,lickilicky
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,4,cuteness,1,coolness,3,beauty,2,Rhyperior,rhyperior
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,4,cuteness,3,coolness,1,beauty,2,Tangrowth,tangrowth
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,5,cuteness,1,coolness,5,beauty,2,Electivire,electivire
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,5,cuteness,1,coolness,1,beauty,2,Magmortar,magmortar
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,2,cuteness,4,coolness,2,beauty,4,Togekiss,togekiss
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,1,cuteness,1,coolness,5,beauty,2,Yanmega,yanmega
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,1,cuteness,5,coolness,4,beauty,4,Leafeon,leafeon
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,3,cuteness,5,coolness,5,beauty,4,Glaceon,glaceon
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,3,cuteness,3,coolness,5,beauty,2,Gliscor,gliscor
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,1,cuteness,2,coolness,5,beauty,2,Mamoswine,mamoswine
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,2,cuteness,4,coolness,4,beauty,2,Porygon-Z,porygon-z
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,5,cuteness,2,coolness,4,beauty,4,Mega Gallade,gallade-mega
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,5,cuteness,3,coolness,4,beauty,4,standard Gallade,gallade
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,4,cuteness,1,coolness,1,beauty,2,Probopass,probopass
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,4,cuteness,2,coolness,5,beauty,2,Dusknoir,dusknoir
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,4,cuteness,3,coolness,4,beauty,4,Froslass,froslass
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,3,cuteness,5,coolness,4,beauty,2,Fan Rotom,rotom-fan
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,2,cuteness,2,coolness,1,beauty,4,Frost Rotom,rotom-frost
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,3,cuteness,3,coolness,2,beauty,4,Heat Rotom,rotom-heat
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,2,cuteness,3,coolness,4,beauty,2,Mow Rotom,rotom-mow
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,3,cuteness,2,coolness,1,beauty,4,Wash Rotom,rotom-wash
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,1,cuteness,5,coolness,5,beauty,2,standard Rotom,rotom
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,5,cuteness,3,coolness,1,beauty,4,Uxie,uxie
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,4,cuteness,3,coolness,2,beauty,4,Mesprit,mesprit
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,4,cuteness,4,coolness,2,beauty,4,Azelf,azelf
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,2,cuteness,1,coolness,3,beauty,2,Origin Dialga,dialga-origin
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,1,cuteness,1,coolness,4,beauty,4,standard Dialga,dialga
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,4,cuteness,1,coolness,1,beauty,4,Origin Palkia,palkia-origin
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,4,cuteness,1,coolness,3,beauty,4,standard Palkia,palkia
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,1,cuteness,1,coolness,2,beauty,2,Heatran,heatran
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,5,cuteness,1,coolness,2,beauty,4,Regigigas,regigigas
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,2,cuteness,1,coolness,5,beauty,4,Origin Giratina,giratina-origin
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,1,cuteness,2,coolness,5,beauty,2,Altered Giratina,giratina-altered
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,2,cuteness,3,coolness,2,beauty,4,Cresselia,cresselia
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,3,cuteness,4,coolness,1,beauty,4,Phione,phione
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,3,cuteness,4,coolness,2,beauty,4,Manaphy,manaphy
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,4,cuteness,1,coolness,5,beauty,4,Darkrai,darkrai
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,2,cuteness,4,coolness,4,beauty,4,Sky Shaymin,shaymin-sky
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,1,cuteness,5,coolness,1,beauty,4,Land Shaymin,shaymin-land
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,2,cuteness,2,coolness,4,beauty,4,Arceus,arceus-normal
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,4,cuteness,5,coolness,3,beauty,4,Victini,victini
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,3,cuteness,4,coolness,4,beauty,4,Snivy,snivy
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,3,cuteness,3,coolness,4,beauty,4,Servine,servine
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,2,cuteness,3,coolness,4,beauty,4,Serperior,serperior
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,2,cuteness,5,coolness,3,beauty,2,Tepig,tepig
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,4,cuteness,3,coolness,3,beauty,2,Pignite,pignite
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,4,cuteness,2,coolness,4,beauty,2,Emboar,emboar
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,4,cuteness,5,coolness,3,beauty,4,Oshawott,oshawott
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,5,cuteness,5,coolness,5,beauty,2,Dewott,dewott
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,3,cuteness,2,coolness,5,beauty,4,Hisuian Samurott,samurott-hisui
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,3,cuteness,2,coolness,4,beauty,4,standard Samurott,samurott
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,5,cuteness,3,coolness,1,beauty,2,Patrat,patrat
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,3,cuteness,2,coolness,2,beauty,2,Watchog,watchog
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,2,cuteness,5,coolness,1,beauty,4,Lillipup,lillipup
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,3,cuteness,3,coolness,3,beauty,4,Herdier,herdier
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,2,cuteness,4,coolness,5,beauty,2,Stoutland,stoutland
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,3,cuteness,4,coolness,4,beauty,4,Purrloin,purrloin
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,2,cuteness,3,coolness,4,beauty,4,Liepard,liepard
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,5,cuteness,4,coolness,1,beauty,2,Pansage,pansage
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,5,cuteness,2,coolness,2,beauty,2,Simisage,simisage
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,5,cuteness,4,coolness,2,beauty,2,Pansear,pansear
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,5,cuteness,2,coolness,1,beauty,2,Simisear,simisear
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,5,cuteness,4,coolness,2,beauty,2,Panpour,panpour
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,5,cuteness,3,coolness,1,beauty,2,Simipour,simipour
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,1,cuteness,4,coolness,1,beauty,4,Munna,munna
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,5,humanoid,2,cuteness,3,coolness,1,beauty,4,Musharna,musharna
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,2,cuteness,4,coolness,1,beauty,4,Pidove,pidove
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,2,cuteness,2,coolness,1,beauty,4,Tranquill,tranquill
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,2,cuteness,1,coolness,1,beauty,4,Female Unfezant,unfezant-female
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,3,cuteness,1,coolness,2,beauty,4,Male Unfezant,unfezant-male
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,1,cuteness,4,coolness,4,beauty,4,Blitzle,blitzle
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,2,cuteness,2,coolness,5,beauty,4,Zebstrika,zebstrika
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,2,cuteness,4,coolness,3,beauty,2,Roggenrola,roggenrola
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,2,cuteness,1,coolness,2,beauty,4,Boldore,boldore
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,2,cuteness,1,coolness,5,beauty,2,Gigalith,gigalith
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,2,cuteness,5,coolness,1,beauty,2,Woobat,woobat
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,2,cuteness,4,coolness,2,beauty,2,Swoobat,swoobat
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,4,cuteness,4,coolness,3,beauty,2,Drilbur,drilbur
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,4,cuteness,3,coolness,5,beauty,2,Excadrill,excadrill
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,4,cuteness,4,coolness,2,beauty,4,Mega Audino,audino-mega
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,5,cuteness,4,coolness,1,beauty,4,standard Audino,audino
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,5,cuteness,3,coolness,2,beauty,2,Timburr,timburr
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,5,cuteness,1,coolness,2,beauty,2,Gurdurr,gurdurr
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,5,cuteness,1,coolness,3,beauty,2,Conkeldurr,conkeldurr
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,3,cuteness,4,coolness,1,beauty,2,Tympole,tympole
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,3,cuteness,2,coolness,1,beauty,2,Palpitoad,palpitoad
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,4,cuteness,1,coolness,2,beauty,2,Seismitoad,seismitoad
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,5,cuteness,1,coolness,2,beauty,2,Throh,throh
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,5,cuteness,1,coolness,3,beauty,2,Sawk,sawk
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,2,cuteness,5,coolness,1,beauty,2,Sewaddle,sewaddle
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,4,cuteness,3,coolness,1,beauty,4,Swadloon,swadloon
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,5,cuteness,4,coolness,3,beauty,4,Leavanny,leavanny
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,2,cuteness,3,coolness,5,beauty,2,Venipede,venipede
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,2,humanoid,2,cuteness,2,coolness,5,beauty,2,Whirlipede,whirlipede
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,1,humanoid,4,cuteness,1,coolness,5,beauty,4,Scolipede,scolipede
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,1,cuteness,4,coolness,2,beauty,4,Cottonee,cottonee
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,4,cuteness,5,coolness,3,beauty,4,Whimsicott,whimsicott
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,3,humanoid,3,cuteness,5,coolness,2,beauty,4,Petilil,petilil
fantasy + humanoid + cuteness + coolness -> beauty,fantasy,4,humanoid,5,cuteness,3,coolness,2,beauty,4,Hisuian Lilligant,lilligant-hisui
